,Country,Date,Android,iOS
66,North America,2014-07,44.64,48.88
67,North America,2014-08,45.34,48.72
68,North America,2014-09,44.17,50.75
69,North America,2014-10,44.72,51.1
70,North America,2014-11,48.83,46.98
71,North America,2014-12,49.98,46.19
72,North America,2015-01,48.54,47.5
73,North America,2015-02,48.5,47.67
74,North America,2015-03,48.01,48.21
75,North America,2015-04,50.87,45.15
76,North America,2015-05,51.78,44.44
77,North America,2015-06,50.93,45.58
78,North America,2015-07,49.75,46.69
79,North America,2015-08,49.57,46.88
80,North America,2015-09,50.56,45.86
81,North America,2015-10,50.88,45.24
82,North America,2015-11,50.15,46.49
83,North America,2015-12,49.62,47.02
84,North America,2016-01,49.44,47.72
85,North America,2016-02,48.47,48.71
86,North America,2016-03,49.79,47.39
87,North America,2016-04,50.09,46.84
88,North America,2016-05,50.04,46.91
89,North America,2016-06,49.61,47.66
90,North America,2016-07,51.0,46.54
91,North America,2016-08,50.34,47.26
92,North America,2016-09,52.09,45.05
93,North America,2016-10,50.0,47.57
94,North America,2016-11,51.53,46.36
95,North America,2016-12,51.44,46.75
96,North America,2017-01,50.2,48.04
97,North America,2017-02,49.88,48.43
98,North America,2017-03,49.91,48.53
99,North America,2017-04,49.91,48.52
100,North America,2017-05,50.19,48.23
101,North America,2017-06,50.56,48.11
102,North America,2017-07,51.29,47.39
103,North America,2017-08,49.98,48.86
104,North America,2017-09,52.07,46.72
105,North America,2017-10,50.37,48.57
106,North America,2017-11,48.58,50.53
107,North America,2017-12,49.29,49.89
108,North America,2018-01,50.39,48.76
109,North America,2018-02,50.0,49.23
110,North America,2018-03,48.67,50.58
111,North America,2018-04,50.91,48.27
112,North America,2018-05,50.76,48.54
113,North America,2018-06,51.34,48.0
114,North America,2018-07,52.02,47.39
115,North America,2018-08,50.87,48.58
116,North America,2018-09,50.42,49.1
117,North America,2018-10,48.46,51.07
118,North America,2018-11,42.63,56.83
119,North America,2018-12,47.12,52.43
120,North America,2019-01,47.27,52.28
121,North America,2019-02,46.97,52.55
122,North America,2019-03,49.85,49.7
123,North America,2019-04,49.68,49.9
124,North America,2019-05,50.99,48.68
125,North America,2019-06,51.4,48.29
126,North America,2019-07,49.57,50.11
127,North America,2019-08,49.28,50.43
128,North America,2019-09,49.71,50.02
129,North America,2019-10,51.46,48.29
130,North America,2019-11,49.29,50.47
131,North America,2019-12,48.55,51.24
132,North America,2020-01,47.75,52.0
133,North America,2020-02,47.05,52.67
134,North America,2020-03,45.16,54.62
135,North America,2020-04,44.28,55.53
136,North America,2020-05,47.31,52.49
137,North America,2020-06,48.55,51.24
138,North America,2020-07,47.53,52.24
139,North America,2020-08,46.98,52.79
140,North America,2020-09,46.23,53.55
141,North America,2020-10,46.06,53.73
142,North America,2020-11,44.2,55.59
143,North America,2020-12,43.85,55.94
144,North America,2021-01,43.54,56.22
145,North America,2021-02,44.18,55.5
146,North America,2021-03,44.47,55.22
147,North America,2021-04,45.05,54.62
148,North America,2021-05,45.72,53.93
149,North America,2021-06,46.03,53.62
150,North America,2021-07,46.03,53.6
151,North America,2021-08,46.83,52.8
152,North America,2021-09,46.67,52.98
153,North America,2021-10,46.16,53.5
154,North America,2021-11,45.21,54.45
155,North America,2021-12,44.09,55.58
156,North America,2022-01,43.68,55.98
157,North America,2022-02,45.8,53.87
158,North America,2022-03,45.53,54.15
159,North America,2022-04,45.36,54.32
160,North America,2022-05,45.6,54.1
161,North America,2022-06,46.21,53.48
162,North America,2022-07,47.24,52.41
163,North America,2022-08,45.81,53.88
164,North America,2022-09,46.83,52.83
165,North America,2022-10,47.64,52.01
0,Oceania,2009-01,0.03,64.59
1,Oceania,2009-02,0.14,64.79
2,Oceania,2009-03,0.24,69.86
3,Oceania,2009-04,0.22,70.5
4,Oceania,2009-05,0.19,69.88
5,Oceania,2009-06,0.16,68.2
6,Oceania,2009-07,0.4,66.03
7,Oceania,2009-08,0.2,32.44
8,Oceania,2009-09,0.25,29.33
9,Oceania,2009-10,0.2,28.22
10,Oceania,2009-11,0.57,72.14
11,Oceania,2009-12,0.27,32.42
12,Oceania,2010-01,0.48,44.54
13,Oceania,2010-02,0.89,70.67
14,Oceania,2010-03,0.86,67.99
15,Oceania,2010-04,0.78,57.73
16,Oceania,2010-05,0.74,57.07
17,Oceania,2010-06,0.73,52.9
18,Oceania,2010-07,2.42,51.9
19,Oceania,2010-08,3.58,50.6
20,Oceania,2010-09,6.75,69.5
21,Oceania,2010-10,7.72,72.12
22,Oceania,2010-11,9.01,71.55
23,Oceania,2010-12,10.69,71.63
24,Oceania,2011-01,11.1,73.03
25,Oceania,2011-02,12.25,73.08
26,Oceania,2011-03,12.78,73.01
27,Oceania,2011-04,12.94,73.52
28,Oceania,2011-05,14.56,72.43
29,Oceania,2011-06,15.72,70.71
30,Oceania,2011-07,17.81,70.42
31,Oceania,2011-08,20.01,68.2
32,Oceania,2011-09,20.18,69.49
33,Oceania,2011-10,20.3,70.51
34,Oceania,2011-11,20.22,71.35
35,Oceania,2011-12,21.09,71.18
36,Oceania,2012-01,20.84,70.26
37,Oceania,2012-02,21.66,71.76
38,Oceania,2012-03,21.9,71.65
39,Oceania,2012-04,22.42,71.42
40,Oceania,2012-05,23.76,70.54
41,Oceania,2012-06,25.24,69.41
42,Oceania,2012-07,26.67,67.69
43,Oceania,2012-08,28.08,66.46
44,Oceania,2012-09,28.36,66.3
45,Oceania,2012-10,28.71,66.11
46,Oceania,2012-11,29.19,66.01
47,Oceania,2012-12,30.6,64.95
48,Oceania,2013-01,30.33,65.62
49,Oceania,2013-02,30.21,65.88
50,Oceania,2013-03,30.73,65.4
51,Oceania,2013-04,30.86,65.2
52,Oceania,2013-05,31.35,64.52
53,Oceania,2013-06,31.61,64.39
54,Oceania,2013-07,32.13,63.68
55,Oceania,2013-08,32.46,63.42
56,Oceania,2013-09,33.05,62.84
57,Oceania,2013-10,33.39,60.75
58,Oceania,2013-11,32.87,58.5
59,Oceania,2013-12,34.38,57.85
60,Oceania,2014-01,35.35,58.59
61,Oceania,2014-02,37.85,56.44
62,Oceania,2014-03,38.14,57.06
63,Oceania,2014-04,38.59,57.08
64,Oceania,2014-05,40.35,55.24
65,Oceania,2014-06,40.89,54.84
66,Oceania,2014-07,41.63,54.45
67,Oceania,2014-08,42.14,54.14
68,Oceania,2014-09,42.35,54.3
69,Oceania,2014-10,41.8,54.83
70,Oceania,2014-11,42.35,54.23
71,Oceania,2014-12,40.5,56.33
72,Oceania,2015-01,41.29,55.46
73,Oceania,2015-02,41.48,55.13
74,Oceania,2015-03,41.68,54.87
75,Oceania,2015-04,43.26,51.01
76,Oceania,2015-05,44.34,51.33
77,Oceania,2015-06,42.45,54.58
78,Oceania,2015-07,41.04,55.84
79,Oceania,2015-08,41.13,55.56
80,Oceania,2015-09,41.89,54.34
81,Oceania,2015-10,42.79,53.47
82,Oceania,2015-11,41.1,55.39
83,Oceania,2015-12,41.49,54.73
84,Oceania,2016-01,41.25,55.2
85,Oceania,2016-02,40.92,55.57
86,Oceania,2016-03,41.92,54.77
87,Oceania,2016-04,42.95,53.42
88,Oceania,2016-05,41.24,55.22
89,Oceania,2016-06,40.79,56.34
90,Oceania,2016-07,42.11,54.98
91,Oceania,2016-08,42.44,54.76
92,Oceania,2016-09,42.96,54.31
93,Oceania,2016-10,42.95,53.87
94,Oceania,2016-11,43.26,53.6
95,Oceania,2016-12,43.59,52.73
96,Oceania,2017-01,43.33,53.06
97,Oceania,2017-02,42.7,54.29
98,Oceania,2017-03,41.17,53.61
99,Oceania,2017-04,41.22,53.21
100,Oceania,2017-05,40.85,52.23
101,Oceania,2017-06,43.81,52.12
102,Oceania,2017-07,44.66,51.17
103,Oceania,2017-08,44.39,52.2
104,Oceania,2017-09,43.55,51.53
105,Oceania,2017-10,43.54,53.25
106,Oceania,2017-11,43.27,54.52
107,Oceania,2017-12,44.63,53.11
108,Oceania,2018-01,45.01,53.19
109,Oceania,2018-02,45.45,52.76
110,Oceania,2018-03,45.0,53.04
111,Oceania,2018-04,46.79,51.27
112,Oceania,2018-05,47.13,50.97
113,Oceania,2018-06,48.34,49.82
114,Oceania,2018-07,47.17,51.31
115,Oceania,2018-08,43.59,55.49
116,Oceania,2018-09,44.32,54.97
117,Oceania,2018-10,40.74,58.67
118,Oceania,2018-11,35.3,64.06
119,Oceania,2018-12,41.52,57.89
120,Oceania,2019-01,43.02,56.43
121,Oceania,2019-02,42.59,56.82
122,Oceania,2019-03,44.93,54.6
123,Oceania,2019-04,45.55,53.91
124,Oceania,2019-05,44.27,55.15
125,Oceania,2019-06,44.99,54.41
126,Oceania,2019-07,45.94,53.52
127,Oceania,2019-08,46.07,53.36
128,Oceania,2019-09,47.04,52.4
129,Oceania,2019-10,50.34,49.34
130,Oceania,2019-11,48.62,51.09
131,Oceania,2019-12,48.19,51.48
132,Oceania,2020-01,48.3,51.37
133,Oceania,2020-02,48.2,51.47
134,Oceania,2020-03,48.17,51.54
135,Oceania,2020-04,48.15,51.57
136,Oceania,2020-05,49.74,49.94
137,Oceania,2020-06,50.73,48.91
138,Oceania,2020-07,49.82,49.79
139,Oceania,2020-08,49.39,50.19
140,Oceania,2020-09,49.39,50.19
141,Oceania,2020-10,48.13,51.49
142,Oceania,2020-11,47.88,51.74
143,Oceania,2020-12,48.15,51.49
144,Oceania,2021-01,47.61,51.91
145,Oceania,2021-02,47.69,51.52
146,Oceania,2021-03,47.62,51.61
147,Oceania,2021-04,47.26,51.82
148,Oceania,2021-05,46.32,52.73
149,Oceania,2021-06,45.76,53.22
150,Oceania,2021-07,44.5,53.67
151,Oceania,2021-08,45.48,52.27
152,Oceania,2021-09,45.47,52.78
153,Oceania,2021-10,44.2,54.42
154,Oceania,2021-11,44.67,54.09
155,Oceania,2021-12,44.58,53.83
156,Oceania,2022-01,42.92,55.06
157,Oceania,2022-02,42.94,54.88
158,Oceania,2022-03,43.73,54.29
159,Oceania,2022-04,44.91,53.38
160,Oceania,2022-05,44.31,54.49
161,Oceania,2022-06,44.82,54.07
162,Oceania,2022-07,57.58,41.54
163,Oceania,2022-08,48.22,50.84
164,Oceania,2022-09,44.37,54.69
165,Oceania,2022-10,42.01,57.12
0,South America,2009-01,0.01,30.12
1,South America,2009-02,0.03,29.33
2,South America,2009-03,0.06,32.8
3,South America,2009-04,0.1,37.93
4,South America,2009-05,0.04,34.83
5,South America,2009-06,0.01,33.19
6,South America,2009-07,0.11,29.39
7,South America,2009-08,0.16,29.85
8,South America,2009-09,0.24,28.98
9,South America,2009-10,0.3,25.97
10,South America,2009-11,0.39,25.43
11,South America,2009-12,0.56,24.59
12,South America,2010-01,0.92,23.47
13,South America,2010-02,1.02,22.71
14,South America,2010-03,1.18,17.36
15,South America,2010-04,1.36,19.52
16,South America,2010-05,1.53,23.1
17,South America,2010-06,1.85,21.66
18,South America,2010-07,3.03,18.95
19,South America,2010-08,3.48,15.74
20,South America,2010-09,3.32,9.77
21,South America,2010-10,3.64,8.19
22,South America,2010-11,4.18,7.33
23,South America,2010-12,4.69,6.88
24,South America,2011-01,5.5,7.59
25,South America,2011-02,6.05,7.43
26,South America,2011-03,6.78,6.96
27,South America,2011-04,7.42,6.56
28,South America,2011-05,8.0,5.78
29,South America,2011-06,8.99,5.36
30,South America,2011-07,10.19,5.37
31,South America,2011-08,12.05,5.35
32,South America,2011-09,13.45,7.15
33,South America,2011-10,18.08,8.51
34,South America,2011-11,20.76,10.1
35,South America,2011-12,23.36,10.96
36,South America,2012-01,26.93,11.39
37,South America,2012-02,30.93,12.81
38,South America,2012-03,28.49,10.34
39,South America,2012-04,31.66,11.81
40,South America,2012-05,34.94,13.57
41,South America,2012-06,36.71,14.03
42,South America,2012-07,38.68,13.81
43,South America,2012-08,41.34,13.71
44,South America,2012-09,43.66,13.84
45,South America,2012-10,45.69,13.72
46,South America,2012-11,46.98,13.54
47,South America,2012-12,49.34,13.71
48,South America,2013-01,51.4,14.16
49,South America,2013-02,52.11,14.85
50,South America,2013-03,52.67,14.89
51,South America,2013-04,52.69,14.66
52,South America,2013-05,53.58,14.65
53,South America,2013-06,54.7,15.07
54,South America,2013-07,55.32,14.8
55,South America,2013-08,56.23,14.61
56,South America,2013-09,56.6,14.63
57,South America,2013-10,54.0,11.65
58,South America,2013-11,58.88,14.26
59,South America,2013-12,60.93,12.98
60,South America,2014-01,63.47,13.03
61,South America,2014-02,65.67,12.06
62,South America,2014-03,67.6,12.22
63,South America,2014-04,69.32,11.68
64,South America,2014-05,72.11,14.91
65,South America,2014-06,71.49,12.16
66,South America,2014-07,73.85,11.61
67,South America,2014-08,74.0,11.57
68,South America,2014-09,74.33,12.03
69,South America,2014-10,76.86,13.09
70,South America,2014-11,76.03,16.21
71,South America,2014-12,77.75,13.01
72,South America,2015-01,78.37,10.41
73,South America,2015-02,79.13,9.92
74,South America,2015-03,79.22,9.66
75,South America,2015-04,78.55,10.12
76,South America,2015-05,78.95,10.45
77,South America,2015-06,78.19,10.91
78,South America,2015-07,76.68,12.27
79,South America,2015-08,77.84,11.09
80,South America,2015-09,78.63,10.66
81,South America,2015-10,78.66,10.32
82,South America,2015-11,78.56,10.8
83,South America,2015-12,78.24,10.46
84,South America,2016-01,79.59,10.23
85,South America,2016-02,78.81,9.99
86,South America,2016-03,79.77,9.93
87,South America,2016-04,80.64,9.86
88,South America,2016-05,80.95,10.42
89,South America,2016-06,81.45,9.71
90,South America,2016-07,82.39,9.51
91,South America,2016-08,83.56,8.96
92,South America,2016-09,84.05,8.72
93,South America,2016-10,85.1,8.3
94,South America,2016-11,85.92,8.09
95,South America,2016-12,84.78,9.63
96,South America,2017-01,85.02,9.4
97,South America,2017-02,85.33,8.67
98,South America,2017-03,85.56,8.76
99,South America,2017-04,85.68,8.91
100,South America,2017-05,85.57,9.09
101,South America,2017-06,86.19,8.8
102,South America,2017-07,86.26,8.96
103,South America,2017-08,86.87,8.44
104,South America,2017-09,87.73,7.93
105,South America,2017-10,87.12,8.5
106,South America,2017-11,86.74,9.03
107,South America,2017-12,86.83,9.07
108,South America,2018-01,87.45,8.97
109,South America,2018-02,87.33,9.22
110,South America,2018-03,87.28,9.51
111,South America,2018-04,87.28,9.54
112,South America,2018-05,87.14,9.91
113,South America,2018-06,87.16,9.71
114,South America,2018-07,87.12,9.98
115,South America,2018-08,87.5,9.65
116,South America,2018-09,87.38,9.81
117,South America,2018-10,86.31,11.0
118,South America,2018-11,84.2,12.75
119,South America,2018-12,85.91,11.62
120,South America,2019-01,86.23,11.62
121,South America,2019-02,86.34,11.49
122,South America,2019-03,87.77,10.55
123,South America,2019-04,88.26,10.11
124,South America,2019-05,88.38,10.08
125,South America,2019-06,88.41,10.13
126,South America,2019-07,88.37,10.26
127,South America,2019-08,87.8,11.02
128,South America,2019-09,88.58,10.49
129,South America,2019-10,89.71,9.38
130,South America,2019-11,89.11,10.02
131,South America,2019-12,89.47,9.83
132,South America,2020-01,89.62,9.76
133,South America,2020-02,89.54,9.82
134,South America,2020-03,89.07,10.38
135,South America,2020-04,89.28,10.24
136,South America,2020-05,87.91,11.66
137,South America,2020-06,89.13,10.5
138,South America,2020-07,88.47,11.18
139,South America,2020-08,88.52,11.18
140,South America,2020-09,88.38,11.35
141,South America,2020-10,87.59,12.14
142,South America,2020-11,88.62,11.07
143,South America,2020-12,88.73,10.97
144,South America,2021-01,88.81,10.91
145,South America,2021-02,88.6,11.08
146,South America,2021-03,88.74,10.93
147,South America,2021-04,88.76,10.93
148,South America,2021-05,88.99,10.7
149,South America,2021-06,88.77,10.9
150,South America,2021-07,88.4,11.28
151,South America,2021-08,89.04,10.66
152,South America,2021-09,88.98,10.72
153,South America,2021-10,88.23,11.46
154,South America,2021-11,88.08,11.65
155,South America,2021-12,87.5,12.22
156,South America,2022-01,88.08,11.66
157,South America,2022-02,90.72,9.05
158,South America,2022-03,89.57,10.16
159,South America,2022-04,88.43,11.31
160,South America,2022-05,88.13,11.62
161,South America,2022-06,87.86,11.88
162,South America,2022-07,87.63,12.09
163,South America,2022-08,87.05,12.69
164,South America,2022-09,86.0,13.72
165,South America,2022-10,85.46,14.25
0,Afghanistan,2009-01,0.0,2.39
1,Afghanistan,2009-02,0.0,4.99
2,Afghanistan,2009-03,0.0,1.66
3,Afghanistan,2009-04,0.0,3.17
4,Afghanistan,2009-05,0.0,1.42
5,Afghanistan,2009-06,0.02,2.05
6,Afghanistan,2009-07,0.04,4.08
7,Afghanistan,2009-08,0.38,14.2
8,Afghanistan,2009-09,1.76,26.84
9,Afghanistan,2009-10,3.8,9.78
10,Afghanistan,2009-11,0.0,11.46
11,Afghanistan,2009-12,0.17,24.5
12,Afghanistan,2010-01,0.0,13.62
13,Afghanistan,2010-02,0.18,15.28
14,Afghanistan,2010-03,0.66,17.13
15,Afghanistan,2010-04,0.57,25.17
16,Afghanistan,2010-05,0.42,18.22
17,Afghanistan,2010-06,10.58,20.72
18,Afghanistan,2010-07,6.22,11.84
19,Afghanistan,2010-08,4.35,9.36
20,Afghanistan,2010-09,1.77,14.76
21,Afghanistan,2010-10,0.97,18.27
22,Afghanistan,2010-11,1.7,9.76
23,Afghanistan,2010-12,1.43,12.88
24,Afghanistan,2011-01,2.7,13.33
25,Afghanistan,2011-02,1.06,10.35
26,Afghanistan,2011-03,1.02,15.2
27,Afghanistan,2011-04,3.53,41.9
28,Afghanistan,2011-05,3.89,24.97
29,Afghanistan,2011-06,4.43,20.69
30,Afghanistan,2011-07,7.14,19.75
31,Afghanistan,2011-08,4.04,15.03
32,Afghanistan,2011-09,5.49,15.48
33,Afghanistan,2011-10,6.65,17.85
34,Afghanistan,2011-11,6.04,16.06
35,Afghanistan,2011-12,5.58,13.01
36,Afghanistan,2012-01,9.59,13.68
37,Afghanistan,2012-02,5.49,12.09
38,Afghanistan,2012-03,5.84,9.2
39,Afghanistan,2012-04,7.04,12.45
40,Afghanistan,2012-05,7.54,14.12
41,Afghanistan,2012-06,9.23,14.38
42,Afghanistan,2012-07,11.4,13.5
43,Afghanistan,2012-08,11.58,16.06
44,Afghanistan,2012-09,16.34,17.35
45,Afghanistan,2012-10,20.11,18.96
46,Afghanistan,2012-11,20.1,19.08
47,Afghanistan,2012-12,19.76,18.66
48,Afghanistan,2013-01,18.09,15.07
49,Afghanistan,2013-02,19.95,15.46
50,Afghanistan,2013-03,19.78,13.44
51,Afghanistan,2013-04,26.13,17.67
52,Afghanistan,2013-05,29.53,18.06
53,Afghanistan,2013-06,26.94,15.11
54,Afghanistan,2013-07,27.81,14.5
55,Afghanistan,2013-08,25.76,12.78
56,Afghanistan,2013-09,27.61,13.36
57,Afghanistan,2013-10,33.11,11.43
58,Afghanistan,2013-11,32.12,15.97
59,Afghanistan,2013-12,34.16,16.45
60,Afghanistan,2014-01,39.51,18.57
61,Afghanistan,2014-02,42.85,19.62
62,Afghanistan,2014-03,43.54,18.16
63,Afghanistan,2014-04,46.17,16.11
64,Afghanistan,2014-05,50.56,15.42
65,Afghanistan,2014-06,52.21,16.16
66,Afghanistan,2014-07,51.85,15.92
67,Afghanistan,2014-08,49.82,17.88
68,Afghanistan,2014-09,52.33,14.98
69,Afghanistan,2014-10,55.58,14.21
70,Afghanistan,2014-11,57.03,12.09
71,Afghanistan,2014-12,57.6,11.23
72,Afghanistan,2015-01,58.34,11.81
73,Afghanistan,2015-02,61.69,11.98
74,Afghanistan,2015-03,65.47,11.9
75,Afghanistan,2015-04,69.41,14.04
76,Afghanistan,2015-05,70.92,14.17
77,Afghanistan,2015-06,72.04,13.76
78,Afghanistan,2015-07,72.51,13.05
79,Afghanistan,2015-08,75.32,12.93
80,Afghanistan,2015-09,75.82,12.36
81,Afghanistan,2015-10,76.46,11.54
82,Afghanistan,2015-11,74.13,13.18
83,Afghanistan,2015-12,75.31,12.53
84,Afghanistan,2016-01,74.52,12.99
85,Afghanistan,2016-02,73.56,11.8
86,Afghanistan,2016-03,78.25,10.9
87,Afghanistan,2016-04,76.75,11.33
88,Afghanistan,2016-05,77.91,11.75
89,Afghanistan,2016-06,78.47,12.62
90,Afghanistan,2016-07,79.56,11.08
91,Afghanistan,2016-08,78.63,12.76
92,Afghanistan,2016-09,80.05,10.88
93,Afghanistan,2016-10,82.5,9.4
94,Afghanistan,2016-11,82.54,10.17
95,Afghanistan,2016-12,82.21,11.04
96,Afghanistan,2017-01,84.39,10.44
97,Afghanistan,2017-02,84.05,10.23
98,Afghanistan,2017-03,81.23,11.9
99,Afghanistan,2017-04,82.31,11.35
100,Afghanistan,2017-05,80.53,13.11
101,Afghanistan,2017-06,81.39,12.3
102,Afghanistan,2017-07,84.45,10.02
103,Afghanistan,2017-08,82.39,11.36
104,Afghanistan,2017-09,85.48,8.53
105,Afghanistan,2017-10,85.19,9.58
106,Afghanistan,2017-11,83.99,11.2
107,Afghanistan,2017-12,85.41,9.14
108,Afghanistan,2018-01,89.28,7.38
109,Afghanistan,2018-02,92.27,5.91
110,Afghanistan,2018-03,93.13,4.41
111,Afghanistan,2018-04,93.21,4.78
112,Afghanistan,2018-05,92.16,6.36
113,Afghanistan,2018-06,94.63,4.35
114,Afghanistan,2018-07,95.32,3.99
115,Afghanistan,2018-08,95.36,3.87
116,Afghanistan,2018-09,95.2,3.77
117,Afghanistan,2018-10,94.5,4.24
118,Afghanistan,2018-11,94.2,4.79
119,Afghanistan,2018-12,94.02,5.19
120,Afghanistan,2019-01,93.58,5.24
121,Afghanistan,2019-02,93.22,5.96
122,Afghanistan,2019-03,93.82,5.35
123,Afghanistan,2019-04,93.37,5.94
124,Afghanistan,2019-05,92.92,6.34
125,Afghanistan,2019-06,94.8,4.69
126,Afghanistan,2019-07,92.95,6.29
127,Afghanistan,2019-08,94.19,5.3
128,Afghanistan,2019-09,91.1,8.26
129,Afghanistan,2019-10,92.56,6.92
130,Afghanistan,2019-11,92.31,7.01
131,Afghanistan,2019-12,92.3,7.12
132,Afghanistan,2020-01,92.56,6.9
133,Afghanistan,2020-02,91.84,7.75
134,Afghanistan,2020-03,91.16,8.67
135,Afghanistan,2020-04,89.37,10.29
136,Afghanistan,2020-05,90.56,8.98
137,Afghanistan,2020-06,91.24,8.42
138,Afghanistan,2020-07,89.89,9.76
139,Afghanistan,2020-08,89.88,9.69
140,Afghanistan,2020-09,89.1,10.57
141,Afghanistan,2020-10,90.19,9.41
142,Afghanistan,2020-11,90.33,9.27
143,Afghanistan,2020-12,91.62,7.76
144,Afghanistan,2021-01,91.31,8.15
145,Afghanistan,2021-02,90.72,8.72
146,Afghanistan,2021-03,90.44,9.08
147,Afghanistan,2021-04,87.25,12.0
148,Afghanistan,2021-05,89.76,9.91
149,Afghanistan,2021-06,89.03,10.59
150,Afghanistan,2021-07,89.48,10.05
151,Afghanistan,2021-08,88.98,10.63
152,Afghanistan,2021-09,89.21,10.33
153,Afghanistan,2021-10,87.94,11.37
154,Afghanistan,2021-11,88.18,11.48
155,Afghanistan,2021-12,83.87,15.61
156,Afghanistan,2022-01,79.9,19.52
157,Afghanistan,2022-02,82.26,17.24
158,Afghanistan,2022-03,82.89,16.66
159,Afghanistan,2022-04,77.63,22.0
160,Afghanistan,2022-05,82.33,17.38
161,Afghanistan,2022-06,80.19,19.46
162,Afghanistan,2022-07,77.8,21.81
163,Afghanistan,2022-08,78.26,21.39
164,Afghanistan,2022-09,79.6,20.12
165,Afghanistan,2022-10,78.58,21.1
0,Åland Islands,2009-04,0.0,15.27
1,Åland Islands,2009-05,0.0,24.63
2,Åland Islands,2009-06,0.0,29.92
3,Åland Islands,2009-07,0.0,34.73
4,Åland Islands,2009-08,0.0,40.6
5,Åland Islands,2009-09,0.0,63.52
6,Åland Islands,2009-10,0.0,4.05
7,Åland Islands,2009-11,0.0,17.63
8,Åland Islands,2009-12,3.45,40.0
9,Åland Islands,2010-01,0.97,54.61
10,Åland Islands,2010-02,0.62,30.5
11,Åland Islands,2010-03,2.77,50.2
12,Åland Islands,2010-04,4.31,55.17
13,Åland Islands,2010-05,0.56,58.7
14,Åland Islands,2010-06,0.86,60.8
15,Åland Islands,2010-07,11.28,56.3
16,Åland Islands,2010-08,13.61,53.62
17,Åland Islands,2010-09,13.29,60.48
18,Åland Islands,2010-10,17.91,58.67
19,Åland Islands,2010-11,13.25,57.24
20,Åland Islands,2010-12,22.44,55.97
21,Åland Islands,2011-01,27.89,54.81
22,Åland Islands,2011-02,31.48,51.66
23,Åland Islands,2011-03,48.49,36.87
24,Åland Islands,2011-04,27.09,55.67
25,Åland Islands,2011-05,29.76,57.81
26,Åland Islands,2011-06,44.33,45.8
27,Åland Islands,2011-07,40.22,51.34
28,Åland Islands,2011-08,42.58,48.09
29,Åland Islands,2011-09,42.11,48.63
30,Åland Islands,2011-10,42.04,49.82
31,Åland Islands,2011-11,39.35,52.54
32,Åland Islands,2011-12,42.41,51.05
33,Åland Islands,2012-01,37.34,50.76
34,Åland Islands,2012-02,43.48,46.96
35,Åland Islands,2012-03,38.46,49.5
36,Åland Islands,2012-04,41.75,47.68
37,Åland Islands,2012-05,46.43,43.14
38,Åland Islands,2012-06,42.53,47.97
39,Åland Islands,2012-07,38.48,50.7
40,Åland Islands,2012-08,39.6,47.5
41,Åland Islands,2012-09,37.74,51.39
42,Åland Islands,2012-10,36.45,55.18
43,Åland Islands,2012-11,39.45,50.59
44,Åland Islands,2012-12,40.8,50.43
45,Åland Islands,2013-01,38.48,48.71
46,Åland Islands,2013-02,40.06,48.7
47,Åland Islands,2013-03,36.88,51.62
48,Åland Islands,2013-04,29.25,57.79
49,Åland Islands,2013-05,31.57,56.41
50,Åland Islands,2013-06,34.95,54.45
51,Åland Islands,2013-07,32.44,56.64
